10000 20000
2527 2698 97
1481 3586 98
1984 3895 37
500 4474 38
7808 974 94
5335 4851 27
4267 7462 49
3069 3691 7
4328 7798 5
5801 7779 60
1642 1233 8
936 5997 91
8949 2478 67
4039 5483 48
7513 9411 91
9753 8597 29
9853 2280 81
4035 1248 58
9636 9830 84
5948 9259 44
6738 4462 92
7848 3493 74
4377 5673 98
3613 9099 82
1450 3997 7
4517 5344 71
274 9306 14
3804 7710 47
7442 5879 36
9758 9670 66
569 2979 41
8322 6430 64
4073 7644 43
6328 5642 78
3005 2860 61
4684 5598 9
7410 8125 10
3367 8520 38
9433 7157 30
617 7152 3
2635 6486 23
3533 4168 35
3516 6967 10
1130 5497 43
2675 6958 20
201 9301 47
7948 1726 14
7631 5928 55
9744 3925 44
242 2276 16
6220 6333 91
5265 1933 79
6293 7874 11
7015 1962 17
2213 5750 60
4649 317 85
5146 6687 75
4093 494 52
5961 1948 93
4435 7242 33
9181 6475 11
5996 1830 56
8603 8415 54
8295 423 29
7502 2083 18
4414 4101 46
8835 3580 27
2877 4993 21
9824 8325 25
7133 5993 47
5846 3367 92
8083 4002 87
9539 3914 41
3152 8522 85
987 5853 70
9462 4024 26
4103 5062 31
9161 7862 100
129 2994 44
8098 5115 37
3922 2886 86
1335 5889 20
1044 2732 91
5119 7091 67
1993 6509 24
5019 5825 9
7142 8195 76
5312 3969 34
2789 1540 42
9345 6064 18
5027 9598 65
2130 6845 57
5445 2373 10
6246 6066 39
9798 7986 88
3031 389 23
7465 1420 66
1576 5822 25
2608 8834 97
2853 1422 49
4502 226 34
7830 6690 45
1743 1910 18
7719 7227 20
1196 6670 36
3869 4838 58
6371 5297 48
7671 5811 25
8925 6177 4
3460 9401 40
7332 4555 25
9918 2535 38
4640 9397 23
3453 1378 50
5928 1199 17
1440 7978 63
7435 3099 61
9953 2551 62
9705 5211 76
3808 2674 69
2151 3239 35
9678 1329 93
6779 5370 36
9764 6387 42
1141 6641 4
6296 1864 6
2644 7832 20
1934 2516 66
3461 1666 96
3969 7283 97
2670 3129 97
5328 1921 55
9983 9824 38
6271 47 89
4558 2830 61
4145 8776 33
2386 4271 51
9041 9944 14
5679 542 56
185 6872 60
1730 8781 15
7141 5084 13
7057 6037 94
3966 1067 67
8246 2497 100
7537 7972 86
9843 915 19
322 5069 25
8391 9272 59
3 8070 77
2617 9259 25
9683 4349 67
5372 3044 91
2400 2446 1
8671 9070 96
4086 249 26
9481 3675 38
606 5539 70
1043 5692 57
6359 6255 79
2912 577 51
1079 6045 68
7385 4976 93
5640 6039 5
616 1194 41
8210 6539 33
5649 7101 21
477 884 70
962 584 34
5383 2635 85
6796 6256 94
5689 610 90
2993 788 83
1911 9322 86
7061 7659 54
4048 3458 2
2289 9283 32
2894 6499 60
3346 7043 19
7281 7896 14
7512 8287 82
7023 124 77
8098 1247 98
4118 8622 58
8928 1432 24
1186 3139 37
809 1334 24
7139 4650 98
6559 9919 32
5268 5055 22
5182 3259 28
5920 5028 48
7717 1222 27
3699 4394 7
1103 880 75
428 666 43
2908 3758 35
6925 5125 53
7539 8957 77
4615 2189 35
4166 4805 17
7932 7691 10
2358 483 18
8482 4989 65
999 723 85
5912 1807 48
6378 7306 99
4175 3079 48
5323 8153 47
3074 3241 67
6913 8763 15
7768 3847 1
3162 2318 29
2656 4275 71
9520 7090 88
2982 4417 44
2544 1262 48
4785 2186 43
8166 2188 83
8327 83 29
3456 6505 29
775 1992 34
4738 4401 24
7636 3517 83
1792 6028 28
9412 6134 11
4746 6422 5
5829 5528 82
5912 6007 31
8379 5958 52
2689 410 9
1850 2205 4
7579 419 65
4332 7797 43
1049 1283 81
9313 4021 74
8880 7318 13
6916 5783 2
3551 3501 58
4134 2247 26
9361 9150 34
7494 9701 89
3932 6167 69
1139 359 15
6778 4336 65
4258 8889 62
959 7425 6
1901 4994 44
2774 1411 75
4265 4130 29
7329 8429 35
3279 7278 93
2571 7524 71
8306 9914 63
4714 3657 10
2462 4199 10
4925 1376 51
2084 5676 26
9464 7167 69
689 6685 94
9223 2928 94
7976 1419 30
7494 8818 67
4116 6001 34
1341 7229 28
4995 213 46
7248 9645 61
8705 807 32
3751 4521 59
5301 1934 85
3613 321 49
7875 6158 27
6912 4639 84
3241 9137 68
3951 1619 64
1407 3267 8
4356 2912 19
801 2088 59
4716 280 2
2216 5916 22
1887 1874 15
6037 293 17
824 2838 99
2406 41 31
2409 6446 40
9473 2721 12
9954 7776 61
9131 1405 67
6536 8205 63
4400 1113 29
8547 1366 9
7644 3267 51
2438 5302 68
32 9712 88
7806 2031 84
6367 9125 59
889 1376 49
3532 7702 92
5449 4828 63
2590 5710 89
6376 2104 15
6056 272 95
8386 9154 64
7344 7911 23
7954 3447 21
1925 4425 6
2469 8219 43
7671 8423 7
7411 9739 64
5738 2142 65
5795 3250 76
8003 476 86
5879 4055 34
4242 319 65
1637 5858 11
4505 4319 26
2953 3569 93
528 1977 30
406 8466 66
9016 8269 41
2237 9519 68
644 1464 36
4167 9670 84
3793 9528 80
464 2822 1
6944 8529 29
3333 4717 94
6905 2596 29
377 3015 69
228 6101 98
3022 5163 7
4773 6214 30
7520 2751 36
8794 1161 39
5785 2523 82
5626 8336 34
2325 7219 65
3063 938 5
9099 3547 12
520 8656 89
771 5469 99
5383 3350 40
4350 4044 73
2217 1694 56
6971 4159 79
1612 5917 18
5189 9932 19
51 1437 15
6788 2698 14
971 6110 72
2483 1834 33
5599 3905 37
9352 2963 11
7099 8726 66
8866 8398 26
8316 3896 90
34 6250 68
2018 9530 97
7207 1450 73
5772 4636 11
7914 7391 70
5782 8717 94
7756 6824 94
66 972 10
5771 4618 67
1254 4469 70
2302 5449 100
2829 5011 5
275 110 61
8746 8848 35
7805 640 78
1757 6697 82
9841 6515 43
4262 1019 57
6043 6882 96
2968 8126 69
3349 5413 75
7118 5931 100
563 9138 66
4944 1214 42
681 3318 2
4606 6828 66
8340 5397 97
8621 9830 53
5237 8532 10
6482 6926 69
7134 8983 86
6970 8621 64
8679 3407 91
5652 8295 77
9841 2720 52
8853 2455 17
4425 9107 23
3631 7627 61
4686 5214 46
607 6347 74
4756 6725 44
1768 2320 35
4510 888 65
1141 685 14
9386 820 80
4956 9638 10
6327 1413 41
4562 6158 93
8345 6519 27
4898 5467 91
5765 95 86
3499 1783 31
6227 822 36
1973 5508 55
5661 1344 90
4893 5598 66
8578 3743 30
5254 8223 61
3013 6366 14
9182 3912 47
5504 2174 99
1620 2333 20
1880 7342 2
8934 8325 56
7612 7025 4
3281 6036 69
7134 5019 12
4640 4305 79
6896 9663 44
8891 5194 19
3106 1626 36
9082 927 46
9944 9947 99
1564 1862 27
4675 6227 34
878 889 27
5060 2434 54
518 3800 15
8628 966 36
4276 6715 27
8246 1494 24
3879 4161 74
1160 4048 87
413 6087 92
6719 8269 48
3357 2004 15
9725 2144 74
246 1241 20
7627 8018 42
4781 1331 48
546 1971 85
1278 7202 93
8565 6414 30
4110 5950 86
4636 5776 17
4188 2779 7
7757 9948 12
453 2190 23
139 1144 20
6697 9016 90
4573 80 74
3046 8967 44
2866 6166 41
2543 6053 73
4018 3418 47
6030 3395 5
9052 7511 38
1236 949 18
9135 5539 32
1767 852 46
8417 3519 77
3390 8157 4
149 6923 98
4129 4777 55
1281 5664 94
6556 7816 35
6519 7910 34
9201 3225 88
6144 4975 82
517 4476 92
1985 8379 66
7553 436 12
8792 4701 6
3481 66 25
3856 1456 78
2348 5662 37
4166 4775 67
1481 4939 40
8180 6796 10
7660 9711 65
9075 6323 21
7852 8359 64
8458 5025 28
5387 6798 56
8155 8656 71
7593 791 40
895 300 65
6762 5812 89
2978 6608 70
8259 1243 29
9494 9156 61
249 8899 71
8266 9100 83
4205 7823 43
6817 2180 60
3324 6398 74
1386 3405 91
3074 8278 48
1093 5694 7
7998 6860 38
866 1930 50
7608 4290 89
7056 2278 66
4621 5774 60
7666 5131 24
6106 370 90
2733 2239 42
6169 9464 47
8945 5489 32
5880 7810 53
4720 6620 84
4307 3140 11
2578 9160 26
85 7977 91
4709 3790 98
5606 9802 2
4216 4978 96
9828 6452 71
4666 6142 17
5277 1043 40
419 570 77
6695 4568 3
4964 4000 93
2617 4515 37
3579 106 30
5820 1373 85
823 5020 79
7700 7038 73
3826 609 59
7901 111 72
8439 4576 74
7903 6859 36
2847 4524 58
5067 3111 12
3155 5918 69
1501 7038 16
1741 8711 19
7583 5439 28
1976 7991 17
9235 5769 93
6154 4921 35
5974 9131 23
187 8378 68
8660 8298 32
1172 7458 28
4384 4667 78
3224 4532 60
8549 2967 36
1543 1274 74
1933 2837 65
4480 6605 15
5618 4877 89
442 9472 20
2715 9176 53
2983 8147 68
4386 5936 98
5808 3203 70
4327 2484 22
9778 3518 12
7542 6596 98
9650 7400 34
1655 2478 53
9543 2681 91
8034 5586 40
6466 7057 6
3209 3831 1
3382 7889 12
5693 3278 53
7923 958 100
899 8773 56
9278 6661 52
4243 1149 67
893 6379 70
7950 6914 5
1122 6449 91
5181 3931 60
2325 3454 87
1705 4921 29
1 3599 43
2002 2530 40
7474 883 39
8735 6871 11
700 4243 67
1460 1374 49
8947 3614 54
7693 5543 9
7258 1386 23
4113 1029 45
8500 2869 83
8971 4926 89
3935 664 32
7933 3436 25
2536 9199 19
7133 142 9
8867 2932 90
1 6428 56
8808 6965 58
414 9231 11
9030 938 91
8730 9147 47
2066 6748 31
4657 5247 84
1209 4676 73
6840 5967 61
6502 6052 80
3917 3619 4
8832 1804 33
1481 9589 100
8914 5687 42
6603 6302 4
9403 3657 98
2058 7479 24
7158 6554 46
5510 5543 5
651 4541 32
3057 9059 11
7338 1090 16
5671 1648 1
8073 1024 17
3202 9535 1
8260 2027 41
691 8986 83
1369 9220 82
4837 5458 61
3567 2978 79
9995 9996 26
2070 1390 76
1640 8678 82
6077 8836 18
1223 1162 55
9199 2212 50
5262 3762 100
8901 9756 51
9750 5418 42
2230 640 59
4236 8523 27
1457 5086 41
1566 1995 56
9809 9448 14
5364 9906 63
1030 5819 37
212 4552 23
4529 3136 81
2456 5937 86
1103 8793 10
4063 8640 66
1048 5591 43
3013 8006 43
4684 2006 78
8246 1984 63
2591 978 94
721 7369 32
7596 2689 56
8524 8497 23
1885 9248 17
8330 8434 50
1971 5405 49
7501 8627 14
7275 8817 100
3812 971 72
4877 11 7
2239 9428 9
6188 3404 41
7495 5085 6
2665 8714 89
7807 9251 29
3602 6118 82
2396 2366 61
6425 2263 25
3613 5221 29
7474 7041 41
7850 9711 70
3902 196 17
8590 8113 55
2225 1760 33
4201 2972 7
2777 557 69
6645 4735 23
7312 7021 40
3914 8708 54
5876 1190 11
4903 2243 81
9690 5019 70
3849 2368 56
9848 1683 96
1905 2225 71
5799 6710 76
6568 5192 81
4704 7915 6
1151 2881 12
9120 140 34
1025 648 35
2756 8772 7
7666 3258 4
5914 175 27
9488 585 25
1992 2996 84
7142 963 21
8615 481 15
4419 5892 99
2491 5689 8
3047 3997 30
3551 7092 47
6279 953 88
4692 1774 98
3126 6502 90
646 3876 20
5513 581 75
3871 5379 74
6837 3439 12
5103 3514 83
4797 6426 75
5983 2143 27
8052 2453 54
6549 3303 82
2390 6816 14
5188 5565 73
5422 8564 41
3202 7571 100
4204 3008 13
3187 8265 97
204 1584 84
8224 8888 34
4315 2617 67
7949 605 47
1837 6935 77
580 5255 41
2213 2467 88
7264 1236 25
6840 345 66
5154 6366 93
6542 2280 5
8595 4402 90
9095 5232 47
1587 8443 24
8936 8683 53
9878 1510 7
904 4338 6
8763 4104 97
291 5448 70
3263 5350 68
8138 1852 20
9551 2988 63
7451 3538 51
1543 5821 19
4474 2961 55
3420 3059 77
2566 339 74
7755 8860 15
6768 4585 77
6346 5683 13
7888 4550 43
9575 5234 11
5330 3661 87
5078 6835 5
8893 9545 52
3109 6097 19
1244 9783 56
9895 2593 47
1186 4581 39
5053 8471 3
4689 6127 20
1744 4728 4
5337 4551 66
1085 621 44
4537 1449 30
4571 3219 60
2328 1568 6
6096 5384 36
1584 5571 58
4782 3609 37
4084 640 80
6211 3490 37
8577 5266 44
5775 8414 46
4511 4810 93
762 668 23
4165 629 2
3803 6203 68
2163 1480 52
7514 9466 42
8898 1097 24
5212 626 74
7986 7030 46
5721 7235 87
2315 244 47
3136 2265 2
6756 8852 2
7288 556 95
3561 7734 92
2782 6937 57
2148 9453 87
8537 7256 59
9597 6899 84
8219 1323 21
9695 7180 72
7892 2855 48
2666 3428 61
226 6583 22
1058 6870 62
4268 2783 86
730 9715 26
9194 9506 62
5048 618 57
9271 7859 88
5045 5022 67
6265 779 58
8213 3356 53
5236 3831 38
9232 7051 88
3742 7465 17
4969 9625 40
4189 4005 94
3633 1250 58
9844 5820 9
1149 1260 10
1667 8536 94
9557 593 42
9017 8837 33
6763 1031 13
7314 7978 88
8066 9121 50
1286 3643 46
261 4277 91
5970 820 49
5159 9359 72
8129 8324 66
3325 260 45
8469 2490 55
9366 9101 12
4053 3029 31
6580 9127 74
856 7817 49
466 5583 30
9579 3136 3
4170 3825 77
729 2757 21
9874 1434 27
6858 6512 28
9049 8454 52
2335 4571 81
8313 5232 6
49 5803 50
1974 5618 14
5791 2904 3
8520 9615 51
8573 1996 96
1677 2564 92
5891 5741 64
3722 815 71
8269 4035 95
5087 4765 73
126 1320 44
4803 9347 29
1322 6627 79
1827 9611 31
5235 9383 80
5949 8703 90
220 4654 73
7311 4682 79
236 4756 53
9304 6625 61
2752 6296 39
1369 7777 89
6031 3743 44
3876 7027 39
8029 5118 24
9543 4818 20
5923 7893 19
8901 8341 54
9453 6042 43
8855 658 77
2777 1556 19
3867 3567 35
1424 909 30
84 3680 6
6654 9071 10
7028 6556 26
7603 8112 12
2926 8891 11
4261 2829 80
1079 2059 26
4600 1856 15
3260 6084 21
7337 2528 96
7975 5320 43
4679 5597 80
8697 1753 32
9849 4861 48
2938 1889 85
2602 7686 22
9536 8923 20
5253 4111 2
1836 9115 62
7149 4876 46
3742 3071 67
8029 2224 52
1324 4282 23
6924 4680 49
5434 5048 61
5394 7598 20
9193 5544 20
7902 5059 73
2732 2286 45
9789 4109 5
401 166 91
2967 8410 78
3023 4575 56
2756 4551 37
927 8758 64
3651 578 32
4796 9835 20
611 100 78
1465 8801 83
7366 1431 29
4702 2549 59
2511 4288 85
7018 9581 33
6104 7780 69
611 1341 86
6719 6849 14
8249 6543 5
9637 1079 27
5245 9682 81
3404 7657 71
7374 4503 47
8347 332 28
8093 7276 69
2671 150 80
1333 9218 32
8964 363 59
8113 4944 2
5090 587 15
9083 9233 38
9835 5976 12
2818 8724 19
6167 179 2
1929 1903 62
882 9230 96
7045 5754 91
9134 8874 13
728 2072 8
9017 7920 58
1140 2865 22
7931 4384 51
9802 941 2
5363 1653 57
7904 3246 73
6076 6243 53
3785 1485 46
698 3526 86
8349 2929 84
3457 6175 94
8920 998 54
5163 2094 50
3394 1292 34
3100 7565 94
6171 1522 86
9716 9317 44
7668 2294 6
2576 6830 89
2573 7125 13
9201 6754 21
7286 6405 77
5871 8826 44
1509 3003 24
9757 8437 77
6311 1714 47
5636 8257 79
349 855 28
3277 8710 38
8816 2622 5
3896 4582 82
56 3358 43
2288 8340 72
8784 1401 93
1160 5851 11
1207 7067 20
2395 8212 20
1742 155 57
8492 8213 46
1183 8084 40
5449 4637 26
9523 9971 94
9211 7845 95
8097 9970 16
6550 5046 66
9674 5460 67
3090 1399 32
8511 3638 1
8340 8404 59
5325 920 27
5324 515 10
5806 6880 30
6991 1786 100
773 8484 67
5892 5302 91
614 3202 70
6210 6374 39
7094 7795 18
3983 5893 23
362 4650 54
8452 573 36
1772 422 60
3245 661 73
2558 5588 45
9717 11 39
2014 6448 78
7894 7042 25
6219 3414 59
90 7459 5
6630 8151 85
6458 2482 38
7673 3950 44
256 1862 90
6818 6062 84
5177 733 57
4561 5007 60
1572 7883 48
4386 5063 16
7194 6996 50
2725 4530 16
9736 851 45
8854 5214 11
1312 5282 100
3302 7647 91
4154 9934 54
2092 9833 57
4175 1596 92
3400 4882 71
6678 9655 52
8907 1554 11
8020 1336 19
4365 3379 66
227 8079 8
7351 5486 69
7707 4229 68
3811 3703 14
4115 1570 87
1241 1840 13
7874 2144 73
9748 4683 13
3436 6316 60
4962 8975 46
1027 1318 31
7938 568 22
8507 5246 10
5348 2654 7
1208 5603 97
6724 8696 49
8688 7610 3
6982 2993 28
1904 7118 46
6505 7855 57
8364 5247 98
6858 1348 30
4887 2791 50
2799 2189 92
6958 8811 9
6548 4335 13
6106 8134 99
6535 3016 16
9252 6739 10
370 397 95
8095 9081 78
5760 3007 14
7927 9081 8
7387 4276 97
3948 1 9
4693 8322 33
6999 739 76
9021 2230 40
1447 242 16
7437 7974 49
8973 8203 66
1055 3950 80
8755 1678 99
5766 205 13
8903 7279 6
8823 4798 83
8579 4597 91
7782 122 18
6613 8014 87
993 461 81
6095 4899 5
7799 2219 26
5883 2436 82
3781 742 93
5437 621 45
694 6727 34
9719 4363 68
7676 9858 32
2834 4241 36
5391 5263 88
2873 5576 14
1543 3167 41
2893 290 1
368 4523 13
826 967 19
3284 1905 90
3213 2598 14
8943 1025 99
5676 5867 33
4854 6447 57
9393 1652 14
5617 4931 55
7593 3004 58
8616 6081 59
8406 2436 36
4866 3945 38
2368 3382 73
5638 524 14
4263 9853 86
6291 4897 45
8257 1523 72
4560 7527 42
901 8238 8
9004 432 23
6145 7022 88
6452 2015 96
8926 2913 97
5319 5514 64
7505 2173 88
8526 5599 6
7186 8042 75
5645 8932 60
4449 2800 60
4919 1236 50
3193 8064 88
1657 5936 99
1593 6803 50
1759 5636 57
761 8526 37
1230 3969 47
751 2070 63
7201 3589 76
9965 801 50
4222 2413 27
7164 2348 76
9466 6307 91
6103 6102 72
5537 3129 96
9265 3423 1
4845 1203 99
5006 6311 27
3303 2793 42
9215 1734 34
2414 6860 86
1564 394 97
1684 1261 62
5228 6345 85
4225 9357 97
3847 1103 5
254 191 37
4360 1002 64
2359 5378 98
775 9932 60
6989 6913 24
6311 7529 84
9965 6151 9
4400 3950 81
2438 5437 96
800 427 36
1000 9735 74
8398 2630 80
365 9181 82
2220 159 86
8057 8150 48
5525 1382 85
1518 6913 74
1650 6103 92
8033 8321 12
7924 5759 65
6576 9671 100
2647 6918 12
984 6239 31
2918 129 25
3982 2782 63
763 6291 86
5225 1480 6
4049 9542 6
938 7227 72
5493 4849 5
778 3595 70
1394 610 77
1383 229 31
2264 5152 16
9955 4934 94
1150 8483 84
6698 1460 4
5959 3453 29
2916 7046 22
6140 8346 99
9317 9277 89
3004 8267 41
2459 710 72
3414 9883 93
5721 5841 4
8814 1124 22
6505 8812 41
9927 7231 82
7087 3724 54
7351 2295 91
4264 2006 81
2695 6491 6
3978 7906 18
6269 2919 26
7972 1580 8
3563 197 93
4020 139 5
5649 2324 99
1211 4790 63
111 3691 5
6650 3144 84
5514 9569 100
4778 8613 59
9118 5047 30
4110 4486 18
5613 4603 84
3741 9639 53
2961 3691 69
848 4105 39
8974 9177 81
5530 12 58
5227 1325 52
3601 6219 32
9303 7278 97
8595 3918 77
7790 7864 42
7853 8186 52
5809 5280 55
1183 8037 72
1967 3463 34
8635 2679 21
2808 5674 32
2444 6383 100
9533 8391 74
2043 8003 1
7824 1693 77
8203 5254 58
2855 2703 54
7828 957 81
7308 6839 62
3488 6483 47
644 4454 52
737 6111 72
2263 199 65
573 8711 23
9604 2474 8
5950 1152 60
6564 1126 33
4770 7282 50
2828 4417 72
5259 8010 33
7735 6858 66
1915 69 8
2856 8182 21
6853 6724 47
2542 1504 60
717 5130 64
8530 121 53
1509 450 75
3378 5086 68
774 2619 100
6743 5227 48
9631 6897 18
9599 4156 71
185 4823 11
2881 4989 3
6816 3624 74
2347 6630 19
7067 6728 23
2824 557 45
7756 1424 6
7418 1288 74
8613 6138 87
6538 9828 58
9514 8124 17
3751 6493 97
335 6846 78
1826 5782 14
9413 1517 10
3063 6781 50
1101 1139 19
5389 1279 5
568 2821 48
2495 8138 8
9729 4029 52
7056 5391 41
2911 2340 93
9806 158 11
6421 6183 12
8125 2922 24
9070 7847 89
9885 1691 98
9898 5036 21
1341 487 45
9959 3364 13
7625 6616 61
6026 2475 16
4993 9627 56
1924 4924 5
9899 5228 2
5375 5184 2
7113 6664 17
7094 4640 16
6054 7698 83
2742 6343 87
7950 9584 54
177 8268 27
4759 9441 56
5404 1924 89
4819 2296 76
9309 4825 25
1395 9325 19
7275 7173 10
5870 4819 8
8787 7477 58
4610 2038 17
8521 4320 99
8557 7765 4
4537 9830 22
3905 3507 97
2662 8289 35
8045 7351 73
3795 4708 1
3709 1620 81
2904 5762 84
3004 1110 9
6447 9357 6
1283 2218 61
4508 3255 89
375 6299 25
9460 8363 22
6251 3837 36
1795 6889 36
758 3151 51
3983 9368 39
8172 1569 1
2639 2568 91
956 4965 94
9699 218 25
306 9773 10
5441 2390 47
243 2908 20
3060 6146 44
2357 817 32
8712 837 24
1964 1688 82
6695 1750 32
2939 4730 27
2432 5338 32
845 2259 83
3712 9160 10
1221 6508 87
1949 2131 55
4108 1277 91
5264 5830 24
7438 1651 69
4938 971 36
2449 5413 99
9123 2600 1
119 2975 75
9851 4454 7
6048 9387 1
8667 5521 44
8664 7011 25
5907 2559 3
6060 3484 11
5459 8086 51
2824 1730 16
6059 1734 19
2735 178 33
1483 3106 12
5045 7406 14
3944 5344 92
1055 9613 19
2724 6130 70
7351 3269 82
6384 4094 5
467 698 61
5312 9525 45
8887 321 59
161 887 76
5516 7558 6
9392 6212 73
5956 3076 15
9701 2105 5
9479 9367 41
1794 4040 98
589 3845 5
5518 7426 66
2375 9008 15
5583 9825 11
3218 9602 43
4402 1860 14
7287 5158 2
6149 9787 91
1965 6971 43
3964 2879 99
5558 9468 4
1582 3444 28
9638 8976 41
5223 5664 66
4964 2768 50
1734 6625 79
5676 240 78
3599 2766 45
5410 8936 19
26 6502 78
3654 8310 72
9118 5821 54
8623 7845 22
795 669 74
3665 9881 53
936 5091 58
5460 8554 4
3493 4775 16
620 807 39
3787 1808 74
9545 8384 57
3413 6630 63
5510 8758 6
1951 1123 65
9482 6034 86
5550 964 38
7937 3312 78
158 3438 14
9994 7560 79
4703 9092 45
8775 1330 8
808 6707 35
3680 9515 98
3228 7678 39
5202 6952 43
3310 5920 98
2087 4732 59
8991 5025 47
3058 8223 92
5969 3276 14
3848 1865 76
402 2154 69
415 6592 26
5230 7021 56
235 3893 2
3987 3834 83
3253 2413 5
4225 8730 19
9715 2010 26
3275 556 53
5623 1746 87
5227 5428 76
6176 4182 90
5332 460 42
2756 690 100
1737 3001 18
6022 5304 92
7326 9036 24
8718 8196 91
6123 2576 47
4211 1198 72
3669 4888 56
7457 6322 77
8021 2856 31
1031 4484 82
6441 3954 43
8600 9109 19
8509 8114 38
6036 6291 95
2434 9008 12
9107 6903 97
1146 183 57
4541 619 61
856 3306 44
3820 397 77
974 8347 34
1076 7286 71
7876 4201 35
6529 5832 70
5448 2008 42
7076 8883 59
8430 2705 22
7939 80 53
2017 5920 68
342 1268 8
5627 647 59
7892 5589 39
8472 5698 44
391 8461 8
2409 9318 24
7687 491 58
9428 4357 77
7791 6018 13
7089 4340 97
8552 6552 30
110 3738 52
9237 8324 32
5857 8890 3
8613 3443 51
2032 1267 1
5831 6735 2
7132 9210 14
3388 5300 52
7158 9529 88
7230 7467 51
6968 9809 48
6779 1403 16
888 7155 95
8118 3269 63
1003 6612 43
2846 839 58
6249 858 35
5844 7009 16
9162 2768 62
635 1166 99
2232 3680 93
344 1367 79
6118 5218 39
3169 987 51
2136 4665 99
9146 3999 14
5789 1374 58
5190 3839 95
3366 5178 36
266 2706 58
2321 2403 71
1768 9295 59
575 5285 65
8312 2758 27
96 5267 86
5603 8719 61
2867 5678 96
3627 7006 40
1577 281 64
5433 2321 43
5682 783 79
8870 2004 22
878 7405 3
6694 5286 59
8745 384 27
4413 1037 8
3235 3785 3
2923 9383 95
4545 5898 99
3277 6799 97
4251 9270 89
8762 4903 12
5788 5522 65
6642 5369 79
6642 2281 18
6040 4127 19
9238 3978 28
4282 2472 99
8996 4143 90
5769 3327 59
9180 4442 24
8752 3433 79
4817 9009 47
6988 5317 19
5076 4149 66
1868 5832 79
4466 3081 5
3183 7524 93
17 5856 88
6462 4747 41
8515 3867 39
277 3980 4
4808 8470 97
1617 9796 80
7606 3288 83
2347 3241 6
9452 4270 29
8740 2634 68
201 7076 62
9041 1426 1
5355 597 29
9421 9066 88
7532 6207 43
590 5847 96
8187 1439 83
528 9816 19
1579 585 8
9028 2943 56
7340 1921 82
5716 4740 27
3163 1063 25
7722 8084 53
7348 4066 4
3116 611 80
524 1547 61
1120 7893 23
5417 4823 96
6731 6259 37
1042 2664 49
8213 8111 73
6886 2901 51
9978 274 49
3608 9467 46
6332 7136 8
822 1032 58
636 2053 48
3163 8222 71
3461 8592 66
2366 4474 87
3609 3400 33
3864 559 65
9503 5365 6
1538 2903 66
3343 9502 20
7067 807 69
2610 6731 32
3727 870 39
1165 6766 53
3292 7997 56
6306 6165 50
4984 1257 41
1603 2352 9
4158 8240 77
2695 3740 74
5575 5597 62
475 6412 17
2574 555 100
4498 8346 91
5098 1333 22
3123 5414 81
7950 6156 79
6113 8603 47
8816 56 82
3387 5968 87
2788 550 94
8923 6056 39
2567 1458 43
4370 9379 80
4651 5261 51
4783 1256 86
2987 8448 35
7078 2403 17
6221 376 40
3343 396 80
8836 4189 17
3616 8118 39
3538 4137 69
2465 2366 67
8133 7552 48
6470 7257 92
5249 9729 11
4461 879 9
4101 2112 34
4931 952 46
1241 87 28
5211 2499 56
9684 6904 8
6249 4064 62
7604 847 41
1355 9794 59
2164 6156 45
991 4043 74
5072 3744 73
9792 5268 98
5337 6901 89
8047 9967 25
7442 3959 35
9934 6321 80
3751 2433 43
9103 2219 96
5920 3119 48
7447 5404 86
6878 9163 23
2120 1719 7
2659 6442 70
4701 5363 100
9053 1793 34
9579 1567 81
2414 7458 9
4841 5197 29
5112 1180 31
7767 4500 20
3815 833 5
1730 4615 28
5935 2113 37
8768 6776 5
7800 8696 45
3041 2932 1
8629 8366 47
8066 7900 99
7993 7603 31
5273 6455 86
9026 9113 44
7852 8511 9
4373 3665 73
8604 1527 58
7342 2121 8
96 4493 22
5598 5514 12
8656 4248 77
5266 1487 67
7743 5113 85
9560 8049 88
6600 1337 95
4676 6487 5
6154 4753 82
8694 8610 92
2998 3078 6
2135 3344 70
2252 7717 39
620 3310 72
1621 6643 67
5029 1299 69
2060 2555 53
6073 5738 5
5069 9354 56
7826 8328 53
486 6987 87
1143 4446 72
9415 3067 60
6999 1340 91
2706 1658 73
217 9649 72
4104 9415 70
3104 7126 32
4677 957 21
1241 3451 18
6338 4543 64
42 7616 90
1307 9284 3
6341 6203 46
2142 9191 16
852 6090 30
6671 1433 83
925 367 13
3613 8794 60
4857 7217 34
3402 4347 60
7059 6955 30
5333 8417 46
6271 5623 80
2255 531 9
9798 8569 74
6769 5500 63
5752 1652 44
5248 5563 95
7267 2999 60
9337 8436 17
2427 1873 22
3826 5934 15
7890 6710 17
1592 2117 58
2342 1533 36
3188 136 18
881 7847 78
7155 7948 97
4698 6672 43
4102 7906 83
440 3049 64
47 2553 75
5306 8485 5
4812 8594 38
1170 918 1
7011 2187 86
1834 5084 92
330 8278 65
9436 6645 66
8212 4475 85
3000 6405 54
3074 7107 80
3701 8273 15
9415 1887 68
658 4256 49
8449 598 34
441 9534 87
7369 8613 72
1020 8521 25
8369 7982 7
2386 1556 10
6082 6193 11
8724 6200 24
7103 5244 62
3956 1197 77
3856 2797 6
6573 4654 26
7829 4369 51
1565 6880 65
3751 5411 84
9068 9924 60
5739 4682 70
6734 953 11
733 9904 75
2490 4357 24
9983 9906 40
2242 6840 1
7932 2064 51
